Price,Full_address,Street,City,State,Zip_code,Bed,Bath,Square_Feet,Lot,Lot_conversion_to_sqft,House_type,Year_build,Parking,HOA,Zestimate,Rent_zestimate,Zillow_price/sqft,House_website
"$7,995,000","3485-3487 Washington St, San Francisco, CA 94118",3485-3487 Washington St,SanFrancisco,CA,94118,8,--,"5,405","3,075 sqft",3075.0,Condominium,1911,1 Garage space,null,null,null,"$1,479",https://www.zillow.com/homedetails/3485-3487-Washington-St-San-Francisco-CA-94118/2069148081_zpid/
"$479,900","41047 Pennsylvania Ave, Big Bear Lake, CA 92315",41047 Pennsylvania Ave,BigBearLake,CA,92315,4,2,"1,536","8,398 sqft",8398.0,MultiFamily,1964,0 spaces,null,"$498,434","$1,994/mo",$312,https://www.zillow.com/homedetails/41047-Pennsylvania-Ave-Big-Bear-Lake-CA-92315/17385814_zpid/
"$359,900","672 Olive St, Yuba City, CA 95991",672 Olive St,YubaCity,CA,95991,3,--,678,"5,662 sqft",5662.0,MultiFamily,1926,2 Parking spaces,null,"$359,901","$1,143/mo",$531,https://www.zillow.com/homedetails/672-Olive-St-Yuba-City-CA-95991/16082797_zpid/
"$999,500","1314 Mound St, Alameda, CA 94501",1314 Mound St,Alameda,CA,94501,3,2,"1,397","4,100 sqft",4100.0,DUPLEX,1923,2 Parking spaces,null,null,null,$715,https://www.zillow.com/homedetails/1314-Mound-St-Alameda-CA-94501/24856688_zpid/
"$4,699,888","489 30th St, San Francisco, CA 94131",489 30th St,SanFrancisco,CA,94131,--,--,"4,200","2,474 sqft",2474.0,MultiFamily,2021,2 Parking spaces,null,"$4,817,568","$13,517/mo","$1,119",https://www.zillow.com/homedetails/489-30th-St-San-Francisco-CA-94131/15183637_zpid/
"$1,614,000","68 Seymour St, San Francisco, CA 94115",68 Seymour St,SanFrancisco,CA,94115,6,3,"3,340","2,252 sqft",2252.0,Triplex,1906,1 Garage space,null,null,null,$483,https://www.zillow.com/homedetails/68-Seymour-St-San-Francisco-CA-94115/332852685_zpid/
"$829,000","13511 Helen St, Whittier, CA 90602",13511 Helen St,Whittier,CA,90602,--,--,"1,550","7,178 sqft",7178.0,Multi Family,1922,2 Garage spaces,null,"$774,300","$2,969/mo",$535,https://www.zillow.com/homedetails/13511-Helen-St-Whittier-CA-90602/21428969_zpid/
"$689,000","304 E 60th St, Long Beach, CA 90805",304 E 60th St,LongBeach,CA,90805,--,--,"1,882","5,606 sqft",5606.0,Multi Family,1955,4 Garage spaces,null,"$714,500","$2,934/mo",$366,https://www.zillow.com/homedetails/304-E-60th-St-Long-Beach-CA-90805/21151818_zpid/
"$798,000","54-56 Williams Ave, San Francisco, CA 94124",54-56 Williams Ave,SanFrancisco,CA,94124,4,2,"1,992","1,302 sqft",1302.0,Duplex,1909,No Data,null,"$893,700","$2,848/mo",$401,https://www.zillow.com/homedetails/54-56-Williams-Ave-San-Francisco-CA-94124/332861521_zpid/
"$280,000","128 E 8th St, Hanford, CA 93230",128 E 8th St,Hanford,CA,93230,5,--,"1,768","9,147 sqft",9147.0,MultiFamily,1917,Garage - Attached,null,"$289,476","$1,708/mo",$158,https://www.zillow.com/homedetails/128-E-8th-St-Hanford-CA-93230/208377625_zpid/
"$532,000","766 Anastasia Ct #13, El Cajon, CA 92019",766 Anastasia Ct #13,ElCajon,CA,92019,3,3,"1,392","2,176 sqft",2176.0,Twinhome,2021,2 Attached Garage spaces,$107 monthly,"$553,500","$2,799/mo",$382,https://www.zillow.com/homedetails/766-Anastasia-Ct-13-El-Cajon-CA-92019/2069540088_zpid/
"$169,000","19664 Cross St, Stratford, CA 93266",19664 Cross St,Stratford,CA,93266,5,--,"1,926","8,712 sqft",8712.0,MultiFamily,1954,2 Parking spaces,null,"$174,167","$2,329/mo",$88,https://www.zillow.com/homedetails/19664-Cross-St-Stratford-CA-93266/19074743_zpid/
"$600,000","828-30 Newport Dr, Vista, CA 92084",828-30 Newport Dr,Vista,CA,92084,4,2,"1,300",0.25 Acres,10890.0,Res Income 2-4 Units,1952,2 Garage spaces,null,"$627,800","$1,923/mo",$462,https://www.zillow.com/homedetails/828-30-Newport-Dr-Vista-CA-92084/16632397_zpid/
"$1,295,000","4526 Haines St, San Diego, CA 92109",4526 Haines St,SanDiego,CA,92109,4,3,"1,800","2,490 sqftLot size dimensions",null,Res Income 2-4 Units,1973,2 Attached Garage spaces,null,null,null,$719,https://www.zillow.com/homedetails/4526-Haines-St-San-Diego-CA-92109/295349156_zpid/
"$599,000","3591 Bill Ave, South Lake Tahoe, CA 96150",3591 Bill Ave,SouthLakeTahoe,CA,96150,2,2,"1,080","5,227 sqft",5227.0,Duplex,1931,No Data,null,"$599,000","$3,021/mo",$555,https://www.zillow.com/homedetails/3591-Bill-Ave-South-Lake-Tahoe-CA-96150/195372427_zpid/
"$695,000","1419 Tenaya Dr, Modesto, CA 95354",1419 Tenaya Dr,Modesto,CA,95354,8,4,"3,224","8,999 sqft",8999.0,MultiFamily,1964,4 Covered Parking spaces,null,"$714,669","$2,206/mo",$216,https://www.zillow.com/homedetails/1419-Tenaya-Dr-Modesto-CA-95354/2112855369_zpid/
"$900,000","353 S Capitol Ave, San Jose, CA 95127",353 S Capitol Ave,SanJose,CA,95127,--,--,"2,272","7,501 sqft",7501.0,MultiFamily,1978,Garage - Attached,null,"$1,169,500","$2,291/mo",$396,https://www.zillow.com/homedetails/353-S-Capitol-Ave-San-Jose-CA-95127/19724461_zpid/
"$180,000","1185 Evans Rd, Wofford Heights, CA 93285",1185 Evans Rd,WoffordHeights,CA,93285,--,--,"1,489","9,147 sqft",9147.0,Duplex,1967,Carport,null,"$180,100","$1,067/mo",$121,https://www.zillow.com/homedetails/1185-Evans-Rd-Wofford-Heights-CA-93285/18976010_zpid/
"$5,999,000","3108-3110 Breakers Dr #1, Corona Del Mar, CA 92625",3108-3110 Breakers Dr #1,CoronaDelMar,CA,92625,--,--,"2,480","6,098 sqft",6098.0,Triplex,1954,2 Garage spaces,null,null,null,"$2,419",https://www.zillow.com/homedetails/3108-3110-Breakers-Dr-1-Corona-Del-Mar-CA-92625/2069120871_zpid/
"$389,000","5358 Misty Meadow Way, Elk Grove, CA 95758",5358 Misty Meadow Way,ElkGrove,CA,95758,2,2,"1,015","6,224 sqft",6224.0,MultiFamily,1990,2 Covered Parking spaces,null,"$424,363","$1,786/mo",$383,https://www.zillow.com/homedetails/5358-Misty-Meadow-Way-Elk-Grove-CA-95758/25930108_zpid/
"$37,500,000","430 Forest Ave, Palo Alto, CA 94301",430 Forest Ave,PaloAlto,CA,94301,--,--,"3,700",0.52 Acres,22651.2,MultiFamily,2018,0 spaces,null,null,null,"$10,135",https://www.zillow.com/homedetails/430-Forest-Ave-Palo-Alto-CA-94301/2069130342_zpid/
"$1,699,500","1366 Masselin Ave, Los Angeles, CA 90019",1366 Masselin Ave,LosAngeles,CA,90019,--,--,"2,750","5,844 sqftLot size dimensions",null,Duplex,1927,2 Garage spaces,null,"$1,600,400","$7,799/mo",$618,https://www.zillow.com/homedetails/1366-Masselin-Ave-Los-Angeles-CA-90019/20608521_zpid/
