Listing_type,Price,Full_address,Street,City,State,Zip_code,Bed,Bath,Square_Feet,Lot,Lot_conversion_to_sqft,House_type,Year_build,Parking,HOA,Zestimate,Rent_zestimate,Zillow_price/sqft,House_website
,"$149,000","4709 Dunsmuir Ave, Dunsmuir, CA 96025",4709 Dunsmuir Ave,Dunsmuir,CA,96025,1,1,424,"9,583 sqft",9583.0,SingleFamily,No Data,0 spaces,null,"$156,901","$2,045/mo",$351,https://www.zillow.com/homedetails/4709-Dunsmuir-Ave-Dunsmuir-CA-96025/89038588_zpid/
,"$289,990","17361 Mossdale Ave, Lancaster, CA 93535",17361 Mossdale Ave,Lancaster,CA,93535,3,2,"1,134","33,976 sqft",33976.0,SingleFamily,1990,"Attached, RV Access/Parking",null,"$279,954","$2,150/mo",$256,https://www.zillow.com/homedetails/17361-Mossdale-Ave-Lancaster-CA-93535/20274143_zpid/
,"$288,888","312 Calderwood Ln, Bakersfield, CA 93307",312 Calderwood Ln,Bakersfield,CA,93307,4,2,"1,474","6,098 sqft",6098.0,SingleFamily,2005,"Garage - Attached, ",null,"$258,181","$1,500/mo",$196,https://www.zillow.com/homedetails/312-Calderwood-Ln-Bakersfield-CA-93307/67145821_zpid/
,"$449,900","3640 Timmco Ct, Carmichael, CA 95608",3640 Timmco Ct,Carmichael,CA,95608,3,2,"1,510","7,840 sqft",7840.0,SingleFamily,1983,"Garage - Attached, ",null,"$482,795","$2,200/mo",$298,https://www.zillow.com/homedetails/3640-Timmco-Ct-Carmichael-CA-95608/26068486_zpid/
,"$369,000","1035 N San Jose St, Stockton, CA 95203",1035 N San Jose St,Stockton,CA,95203,2,2,"1,552","4,900 sqft",4900.0,SingleFamily,1922,"Garage - Detached, ",null,"$400,899","$1,750/mo",$238,https://www.zillow.com/homedetails/1035-N-San-Jose-St-Stockton-CA-95203/15324404_zpid/
,"$749,900","21922 Two Bar Trl, Palo Cedro, CA 96073",21922 Two Bar Trl,PaloCedro,CA,96073,4,4,"2,380",15.80 Acres,688248.0,SingleFamily,1994,"Garage - Attached, ",null,"$749,901","$2,500/mo",$315,https://www.zillow.com/homedetails/21922-Two-Bar-Trl-Palo-Cedro-CA-96073/15215950_zpid/
,"$580,000","1515 Tuolumne St, Vallejo, CA 94590",1515 Tuolumne St,Vallejo,CA,94590,4,3,"2,408","10,019 sqft",10019.0,SingleFamily,1951,"Attached, Garage Door Opener, Side-by-Side",null,"$650,548","$2,895/mo",$241,https://www.zillow.com/homedetails/1515-Tuolumne-St-Vallejo-CA-94590/15655399_zpid/
,"$1,895,000","895 Paseo Ferrelo, Santa Barbara, CA 93103",895 Paseo Ferrelo,SantaBarbara,CA,93103,3,2,"1,453","5,662 sqft",5662.0,SingleFamily,1938,"Detached, Gar #2",null,"$1,233,703","$5,750/mo","$1,304",https://www.zillow.com/homedetails/895-Paseo-Ferrelo-Santa-Barbara-CA-93103/15888754_zpid/
,"$419,900","7109 Roca Way, Sacramento, CA 95842",7109 Roca Way,Sacramento,CA,95842,4,3,"1,545","7,405 sqft",7405.0,SingleFamily,1976,"Garage - Attached, ",null,"$450,812","$2,200/mo",$272,https://www.zillow.com/homedetails/7109-Roca-Way-Sacramento-CA-95842/26004386_zpid/
,"$390,000","3604 Kerry Ct, Denair, CA 95316",3604 Kerry Ct,Denair,CA,95316,3,2,"1,388","7,927 sqft",7927.0,SingleFamily,1981,"Garage - Attached, On-street, ",null,"$410,024","$1,750/mo",$281,https://www.zillow.com/homedetails/3604-Kerry-Ct-Denair-CA-95316/15995027_zpid/
,"$369,900","462 Spring St, Richmond, CA 94804",462 Spring St,Richmond,CA,94804,3,1,760,"2,500 sqft",2500.0,SingleFamily,1960,"Garage Door Opener, Attached, Side Yard Access",null,null,null,$487,https://www.zillow.com/homedetails/462-Spring-St-Richmond-CA-94804/89556446_zpid/
"PINNACLE ESTATE PROPERTIES, INC.","$714,900","6663 Pecan Ave, Moorpark, CA 93021",6663 Pecan Ave,Moorpark,CA,93021,3,3,"1,661","5,244 sqft",5244.0,SingleFamily,1984,Garage - Two Door,null,"$747,120","$3,200/mo",$430,https://www.zillow.com/homedetails/6663-Pecan-Ave-Moorpark-CA-93021/16420685_zpid/
PARKWAY REAL ESTATE CO.,"$455,000","2803 Levi Ln, Chico, CA 95973",2803 Levi Ln,Chico,CA,95973,3,2,"1,592","4,791 sqft",4791.0,SingleFamily,2015,Garage,null,"$2,150/mo",null,$286,https://www.zillow.com/homedetails/2803-Levi-Ln-Chico-CA-95973/124212422_zpid/
,"$260,000","2808 Sunview Dr, Bakersfield, CA 93306",2808 Sunview Dr,Bakersfield,CA,93306,3,2,"1,469","4,791 sqft",4791.0,SingleFamily,1985,2 Car Garage,null,"$255,525","$1,495/mo",$177,https://www.zillow.com/homedetails/2808-Sunview-Dr-Bakersfield-CA-93306/18941765_zpid/
REDFIN CORPORATION,"$595,000","53860 Avenida Ramirez, La Quinta, CA 92253",53860 Avenida Ramirez,LaQuinta,CA,92253,5,5,"1,779","4,792 sqft",4792.0,SingleFamily,2001,"Driveway, Garage Door Opener, On Street",null,"$595,005","$4,500/mo",$334,https://www.zillow.com/homedetails/53860-Avenida-Ramirez-La-Quinta-CA-92253/18153514_zpid/
"EXP REALTY OF CALIFORNIA, INC.","$459,999","992 N Yucca Ave, Rialto, CA 92376",992 N Yucca Ave,Rialto,CA,92376,4,2,"1,560","10,402 sqft",10402.0,SingleFamily,1985,Garage - Attached,null,"$496,570","$2,450/mo",$295,https://www.zillow.com/homedetails/992-N-Yucca-Ave-Rialto-CA-92376/17209656_zpid/
,"$785,000","210 Maria Ln, Santa Rosa, CA 95409",210 Maria Ln,SantaRosa,CA,95409,3,2,"1,698","22,020 sqft",22020.0,SingleFamily,1958,"Attached, Covered, Garage Door Opener, Garage Faces Front, Inside Entrance, Uncovered Parking Spaces 2+, Paved Driveway",null,"$833,421","$3,000/mo",$462,https://www.zillow.com/homedetails/210-Maria-Ln-Santa-Rosa-CA-95409/15775563_zpid/
,"$230,000","4541 E Fountain Way, Fresno, CA 93726",4541 E Fountain Way,Fresno,CA,93726,4,1.75,"1,372","7,548 sqft",7548.0,SingleFamily,1959,"Garage - Attached, ",null,"$242,637","$1,500/mo",$168,https://www.zillow.com/homedetails/4541-E-Fountain-Way-Fresno-CA-93726/18734955_zpid/
"BRISELDA M. RUIZ, BROKER","$469,900","511 Sunbeam Rd, Lompoc, CA 93436",511 Sunbeam Rd,Lompoc,CA,93436,3,2,"1,269","9,583 sqft",9583.0,SingleFamily,1962,Garage - Attached,null,"$482,995","$2,100/mo",$370,https://www.zillow.com/homedetails/511-Sunbeam-Rd-Lompoc-CA-93436/15926250_zpid/
,"$349,900","9341 N Boyd Ave, Fresno, CA 93720",9341 N Boyd Ave,Fresno,CA,93720,3,2,"1,484","6,181 sqft",6181.0,SingleFamily,1991,"Garage - Attached, ",null,"$360,643","$1,795/mo",$236,https://www.zillow.com/homedetails/9341-N-Boyd-Ave-Fresno-CA-93720/18800722_zpid/
REAL ESTATE EBROKER INC.,"$699,900","1084 Brentwood Dr, Lake Arrowhead, CA 92352",1084 Brentwood Dr,LakeArrowhead,CA,92352,5,3,"2,129","10,153 sqft",10153.0,SingleFamily,2007,Garage - Attached,null,"$2,200/mo",null,$329,https://www.zillow.com/homedetails/1084-Brentwood-Dr-Lake-Arrowhead-CA-92352/82910337_zpid/
,"$249,500","12020 E Highway 20, Clearlake Oaks, CA 95423",12020 E Highway 20,ClearlakeOaks,CA,95423,2,2,840,"13,447 sqft",13447.0,SingleFamily,1986,"Detached, RV Access/Parking, Workshop in Garage",null,"$1,450/mo",null,$297,https://www.zillow.com/homedetails/12020-E-Highway-20-Clearlake-Oaks-CA-95423/201526181_zpid/
RICHARDSON PROPERTIES,"$1,159,000","1763 Via Rojas, Templeton, CA 93465",1763 Via Rojas,Templeton,CA,93465,4,3,"2,825","16,718 sqft",16718.0,SingleFamily,2004,Garage - Attached,$85 monthly,"$967,101","$3,260/mo",$410,https://www.zillow.com/homedetails/1763-Via-Rojas-Templeton-CA-93465/61205179_zpid/
,"$689,000","1935 Blake Rd, Mckinleyville, CA 95519",1935 Blake Rd,Mckinleyville,CA,95519,3,2,"2,180",0.61 Acres,26571.6,SingleFamily,2005,"Garage - Attached, ",null,"$689,000","$1,750/mo",$316,https://www.zillow.com/homedetails/1935-Blake-Rd-Mckinleyville-CA-95519/205214679_zpid/
,"$579,900","20035 Gas Point Rd, Cottonwood, CA 96022",20035 Gas Point Rd,Cottonwood,CA,96022,3,2,"2,318",4.60 Acres,200376.0,SingleFamily,2005,"Off-street, , Garage",null,"$569,359","$2,501/mo",$250,https://www.zillow.com/homedetails/20035-Gas-Point-Rd-Cottonwood-CA-96022/15225969_zpid/
BENNION DEVILLE HOMES,"$569,000","61656 Topaz Dr, La Quinta, CA 92253",61656 Topaz Dr,LaQuinta,CA,92253,2,2,"1,752","6,098 sqft",6098.0,SingleFamily,2007,"Direct Access, Garage Door Opener, Golf Cart Garage, Oversized, Side By Side",$386 monthly,"$569,005","$4,000/mo",$325,https://www.zillow.com/homedetails/61656-Topaz-Dr-La-Quinta-CA-92253/82813842_zpid/
EXP REALTY OF CALIFORNIA INC,"$268,888","33175 Arrowbear Dr, Arrowbear, CA 92382",33175 Arrowbear Dr,Arrowbear,CA,92382,2,2,"1,178","4,750 sqft",4750.0,SingleFamily,1966,Concrete,null,"$268,944","$1,700/mo",$228,https://www.zillow.com/homedetails/33175-Arrowbear-Dr-Arrowbear-CA-92382/2089017618_zpid/
TAYLOR REALTY & INVESTMENTS,"$780,000","5049 Premiere Ave, Lakewood, CA 90712",5049 Premiere Ave,Lakewood,CA,90712,3,2,"1,782","5,357 sqft",5357.0,SingleFamily,1950,"Direct Access, Driveway, Garage",null,"$665,417","$3,100/mo",$438,https://www.zillow.com/homedetails/5049-Premiere-Ave-Lakewood-CA-90712/21178584_zpid/
,"$1,399,000","7697 Horseshoe Bar Rd, Loomis, CA 95650",7697 Horseshoe Bar Rd,Loomis,CA,95650,4,4,"3,871",1.79 Acres,77972.4,SingleFamily,2005,"Garage - Attached, ",null,"$1,464,263","$4,449/mo",$361,https://www.zillow.com/homedetails/7697-Horseshoe-Bar-Rd-Loomis-CA-95650/2143206847_zpid/
,"$1,399,000","(undisclosed Address), Loomis, CA 95650",(undisclosed Address),Loomis,CA,95650,4,4,"3,871",1.79 Acres,77972.4,SingleFamily,2005,"Garage - Attached, ",null,"$1,540,130","$5,792/mo",$361,https://www.zillow.com/homedetails/Loomis-CA-95650/188092182_zpid/
CENTURY 21 MASTERS,"$750,000","675 Eucalyptus Rd, Cedar Glen, CA 92321",675 Eucalyptus Rd,CedarGlen,CA,92321,3,3,"2,430","37,797 sqft",37797.0,SingleFamily,2005,"Direct Access, Driveway, RV Access/Parking, Workshop in Garage",null,"$2,000/mo",null,$309,https://www.zillow.com/homedetails/675-Eucalyptus-Rd-Cedar-Glen-CA-92321/79554042_zpid/
,"$350,000","170 Jacks Creek Rd, Onyx, CA 93255",170 Jacks Creek Rd,Onyx,CA,93255,2,2,"1,976",7.50 Acres,326700.0,SingleFamily,1996,"Garage - Attached, ",null,"$2,036/mo",null,$177,https://www.zillow.com/homedetails/170-Jacks-Creek-Rd-Onyx-CA-93255/18910865_zpid/
WINDERMERE HOMES & ESTATES,"$649,000","25029 Jack Rabbit Acres, Escondido, CA 92026",25029 Jack Rabbit Acres,Escondido,CA,92026,3,2,"2,135","57,063 sqft",57063.0,SingleFamily,1976,No Data,null,"$745,540","$2,795/mo",$304,https://www.zillow.com/homedetails/25029-Jack-Rabbit-Acres-Escondido-CA-92026/64734131_zpid/
,"$364,900","1945 Shushan Dr, Ceres, CA 95307",1945 Shushan Dr,Ceres,CA,95307,3,2,"1,236","6,098 sqft",6098.0,SingleFamily,1973,"Garage - Attached, ",null,"$385,751","$1,795/mo",$295,https://www.zillow.com/homedetails/1945-Shushan-Dr-Ceres-CA-95307/16010045_zpid/
,"$650,000","300 Lemon St, Vallejo, CA 94590",300 Lemon St,Vallejo,CA,94590,4,3,"3,494","5,998 sqft",5998.0,SingleFamily,1920,"No Garage, Uncovered Parking Spaces 2+",null,"$495,111","$2,700/mo",$186,https://www.zillow.com/homedetails/300-Lemon-St-Vallejo-CA-94590/15660287_zpid/
PARTNERS REAL ESTATE GROUP,"$800,000","17312 Orange Dr, Yorba Linda, CA 92886",17312 Orange Dr,YorbaLinda,CA,92886,3,2,"1,785","7,919 sqft",7919.0,SingleFamily,1968,Garage - Attached,null,"$868,882","$3,500/mo",$448,https://www.zillow.com/homedetails/17312-Orange-Dr-Yorba-Linda-CA-92886/25373952_zpid/
MOUNTAIN TOP PRODUCERS REALTY,"$332,800","31192 All View Dr, Running Springs, CA 92382",31192 All View Dr,RunningSprings,CA,92382,3,2,"1,336","9,260 sqft",9260.0,SingleFamily,1999,"Deck, Open",null,"$325,435","$1,850/mo",$249,https://www.zillow.com/homedetails/31192-All-View-Dr-Running-Springs-CA-92382/17405704_zpid/
,"$398,000","340 Deodara St, Vacaville, CA 95688",340 Deodara St,Vacaville,CA,95688,3,1,925,"4,792 sqft",4792.0,SingleFamily,1952,"Attached, Garage Door Opener",null,"$429,774","$2,200/mo",$430,https://www.zillow.com/homedetails/340-Deodara-St-Vacaville-CA-95688/15702987_zpid/
BETTER HOMES REALTY OF OROVILLE,"$429,900","426 Mission Santa Fe Cir, Chico, CA 95926",426 Mission Santa Fe Cir,Chico,CA,95926,3,2,"1,501","4,356 sqft",4356.0,SingleFamily,1999,Garage - Attached,$70 monthly,"$442,216","$2,115/mo",$286,https://www.zillow.com/homedetails/426-Mission-Santa-Fe-Cir-Chico-CA-95926/18220647_zpid/
CENTURY 21 AWARD,"$679,900","908 N Winter St, Anaheim, CA 92805",908 N Winter St,Anaheim,CA,92805,3,2,"1,258","6,899 sqft",6899.0,SingleFamily,1956,"Carport, Driveway",null,"$718,654","$3,000/mo",$540,https://www.zillow.com/homedetails/908-N-Winter-St-Anaheim-CA-92805/25335462_zpid/
,"$495,000","30381 Pinedale Dr, Tehachapi, CA 93561",30381 Pinedale Dr,Tehachapi,CA,93561,3,3,"2,174","105,415 sqft",105415.0,SingleFamily,1990,Attached,"$1,620 annually","$501,874","$1,600/mo",$228,https://www.zillow.com/homedetails/30381-Pinedale-Dr-Tehachapi-CA-93561/18981015_zpid/
,"$499,900","3358 Willowbrook Cir, Stockton, CA 95219",3358 Willowbrook Cir,Stockton,CA,95219,4,3,"2,120","5,954 sqft",5954.0,SingleFamily,1991,"Garage - Attached, ",$59 monthly,"$542,060","$2,400/mo",$236,https://www.zillow.com/homedetails/3358-Willowbrook-Cir-Stockton-CA-95219/15314863_zpid/
360 RESIDENTIAL,"$1,169,000","10096 Pandora Dr, La Mesa, CA 91941",10096 Pandora Dr,LaMesa,CA,91941,4,3,"2,742","37,461 sqft",37461.0,SingleFamily,1974,"Gated, Driveway, Circular Driveway, Covered, Paved, Oversized, Porte-Cochere, Pull-through, Garage, Garage Faces Side, Garage Door Opener",null,null,null,$426,https://www.zillow.com/homedetails/10096-Pandora-Dr-La-Mesa-CA-91941/17029985_zpid/
,"$1,295,000","332 Riviera Dr, San Rafael, CA 94901",332 Riviera Dr,SanRafael,CA,94901,3,2,"1,703","9,374 sqft",9374.0,SingleFamily,1963,"Attached, Garage Door Opener, Garage Faces Front, Inside Entrance, Paved Driveway",$130 annually,"$1,636,403","$4,850/mo",$760,https://www.zillow.com/homedetails/332-Riviera-Dr-San-Rafael-CA-94901/19304623_zpid/
BROKER NETWORK,"$320,000","13039 Keys Blvd, Clearlake Oaks, CA 95423",13039 Keys Blvd,ClearlakeOaks,CA,95423,2,2,"1,283","6,107 sqft",6107.0,SingleFamily,1980,"Driveway, Garage",$70 annually,"$211,735","$1,500/mo",$249,https://www.zillow.com/homedetails/13039-Keys-Blvd-Clearlake-Oaks-CA-95423/19090810_zpid/
"CB COMMERCIAL, GONELLA REALTY","$235,000","1054 Independence Ct, Merced, CA 95341",1054 Independence Ct,Merced,CA,95341,3,2,"1,027","4,791 sqft",4791.0,SingleFamily,1990,Garage - Attached,null,"$226,491","$1,380/mo",$229,https://www.zillow.com/homedetails/1054-Independence-Ct-Merced-CA-95341/19181240_zpid/
,"$699,000","1255 Almar St, Concord, CA 94518",1255 Almar St,Concord,CA,94518,3,2,"1,998","12,300 sqft",12300.0,SingleFamily,1947,"Garage Door Opener, Attached, Drive Through, Int Access From Garage, RV/Boat Parking, Side Yard Access, Workshop in Garage, Drive Thru Garage",null,"$671,166","$3,400/mo",$350,https://www.zillow.com/homedetails/1255-Almar-St-Concord-CA-94518/18340114_zpid/
CORCORAN GLOBAL LIVING-TEMECULA,"$749,000","40674 Kona Ct, Murrieta, CA 92562",40674 Kona Ct,Murrieta,CA,92562,5,3,"2,959","12,632 sqft",12632.0,SingleFamily,1993,"Driveway, Garage, Garage Faces Front, Garage - Three Door, Gated, Oversized, RV Access/Parking, RV Gated",null,"$663,265","$3,194/mo",$253,https://www.zillow.com/homedetails/40674-Kona-Ct-Murrieta-CA-92562/18181980_zpid/
,"$439,000","4850 Summit View Dr, El Dorado, CA 95623",4850 Summit View Dr,ElDorado,CA,95623,3,2,"1,410","6,098 sqft",6098.0,SingleFamily,1986,"Garage - Attached, ",null,"$444,615","$2,500/mo",$311,https://www.zillow.com/homedetails/4850-Summit-View-Dr-El-Dorado-CA-95623/18623918_zpid/
,"$649,800","1467 Bismarck Ln, Brentwood, CA 94513",1467 Bismarck Ln,Brentwood,CA,94513,3,3,"2,156","6,699 sqft",6699.0,SingleFamily,2000,Garage - Attached,$145 monthly,"$664,014","$2,900/mo",$301,https://www.zillow.com/homedetails/1467-Bismarck-Ln-Brentwood-CA-94513/50915479_zpid/
,"$365,000","1235 Dewsnup Ave, Gridley, CA 95948",1235 Dewsnup Ave,Gridley,CA,95948,2,2,"1,235",1.41 Acres,61419.6,SingleFamily,1959,"Carport, ",null,"$307,966","$1,800/mo",$296,https://www.zillow.com/homedetails/1235-Dewsnup-Ave-Gridley-CA-95948/18226738_zpid/
REAL ESTATE ASSOCIATES OF THE DESERT,"$445,000","73830 De Anza Way, Palm Desert, CA 92260",73830 De Anza Way,PalmDesert,CA,92260,3,2,"1,664","12,632 sqft",12632.0,SingleFamily,1972,"Driveway, Garage Door Opener",null,"$453,199","$2,995/mo",$267,https://www.zillow.com/homedetails/73830-De-Anza-Way-Palm-Desert-CA-92260/18084274_zpid/
COLDWELL BANKER REALTY,"$599,000","373 Yacon St, Vista, CA 92083",373 Yacon St,Vista,CA,92083,3,2,"1,120","9,147 sqft",9147.0,SingleFamily,1957,Garage - Attached,null,"$577,821","$2,500/mo",$535,https://www.zillow.com/homedetails/373-Yacon-St-Vista-CA-92083/16610096_zpid/
,"$225,000","10005 Ernst Rd, Coulterville, CA 95311",10005 Ernst Rd,Coulterville,CA,95311,Studio,--,"1,500",4.70 Acres,204732.0,SingleFamily,1971,0 spaces,null,"$225,001","$2,100/mo",$150,https://www.zillow.com/homedetails/10005-Ernst-Rd-Coulterville-CA-95311/19233008_zpid/
GROVE REALTY,"$575,000","20835 Kingston Ln, Riverside, CA 92508",20835 Kingston Ln,Riverside,CA,92508,4,3,"1,810","7,405 sqft",7405.0,SingleFamily,1999,"Direct Access, Driveway, Garage, Garage Faces Front, RV Access/Parking",null,"$576,452","$2,600/mo",$318,https://www.zillow.com/homedetails/20835-Kingston-Ln-Riverside-CA-92508/17892545_zpid/
,"$430,000","3436 Sanders Ave, Clovis, CA 93619",3436 Sanders Ave,Clovis,CA,93619,4,3,"1,870","4,647 sqft",4647.0,SingleFamily,2017,"Garage - Attached, ",null,"$438,325","$2,200/mo",$230,https://www.zillow.com/homedetails/3436-Sanders-Ave-Clovis-CA-93619/240295858_zpid/
,"$570,500","1338 Harrison Dr, Roseville, CA 95678",1338 Harrison Dr,Roseville,CA,95678,4,3,"2,577","7,165 sqft",7165.0,SingleFamily,1990,"Garage - Attached, ",null,"$613,899","$2,795/mo",$221,https://www.zillow.com/homedetails/1338-Harrison-Dr-Roseville-CA-95678/17658043_zpid/
RE/MAX FREEDOM,"$375,000","18275 Alder St, Hesperia, CA 92345",18275 Alder St,Hesperia,CA,92345,4,2,"1,707","19,602 sqft",19602.0,SingleFamily,2019,Garage - Attached,null,"$362,641",null,$220,https://www.zillow.com/homedetails/18275-Alder-St-Hesperia-CA-92345/249729667_zpid/
HELP U SELL 951 REALTY,"$699,900","27345 Ruby Grass Ct, Murrieta, CA 92562",27345 Ruby Grass Ct,Murrieta,CA,92562,5,3,"3,948","6,969 sqft",6969.0,SingleFamily,2005,Garage - Attached,$250 monthly,"$692,702","$3,200/mo",$177,https://www.zillow.com/homedetails/27345-Ruby-Grass-Ct-Murrieta-CA-92562/64706322_zpid/
"SPARROWLILY REALTY, INC","$540,000","7281 Las Palmas Dr, Fontana, CA 92336",7281 Las Palmas Dr,Fontana,CA,92336,4,3,"1,977","4,499 sqft",4499.0,SingleFamily,1999,"Direct Access, Driveway, Garage",null,"$579,114","$2,600/mo",$273,https://www.zillow.com/homedetails/7281-Las-Palmas-Dr-Fontana-CA-92336/52976213_zpid/
REALTY EXECUTIVES SCV,"$689,000","19905 Via Ott #98, Newhall, CA 91321",19905 Via Ott #98,Newhall,CA,91321,5,4,"2,695","31,276 sqft",31276.0,SingleFamily,2008,Garage - Attached,$332 monthly,null,null,$256,https://www.zillow.com/homedetails/19905-Via-Ott-98-Newhall-CA-91321/2071517167_zpid/
,"$800,000","236 Cleveland Ln, Petaluma, CA 94952",236 Cleveland Ln,Petaluma,CA,94952,3,2,"1,971","10,428 sqft",10428.0,SingleFamily,1946,"Covered, Uncovered Parking Space",null,"$854,282","$2,700/mo",$406,https://www.zillow.com/homedetails/236-Cleveland-Ln-Petaluma-CA-94952/15771480_zpid/
KELLER WILLIAMS REALTY,"$570,000","992 Colusa Ln, Big Bear Lake, CA 92315",992 Colusa Ln,BigBearLake,CA,92315,3,2,"1,450","8,799 sqft",8799.0,SingleFamily,1966,Driveway,null,"$494,761","$2,000/mo",$393,https://www.zillow.com/homedetails/992-Colusa-Ln-Big-Bear-Lake-CA-92315/17386837_zpid/
,"$669,000","1129 Galston Dr, Folsom, CA 95630",1129 Galston Dr,Folsom,CA,95630,3,2,"1,753","6,947 sqft",6947.0,SingleFamily,2001,"Garage - Attached, ",$49 monthly,"$723,609","$2,656/mo",$382,https://www.zillow.com/homedetails/1129-Galston-Dr-Folsom-CA-95630/51593723_zpid/
CENTURY 21 FULL REALTY SERVICES,"$399,900","25991 Visalia Way, Hemet, CA 92544",25991 Visalia Way,Hemet,CA,92544,3,2,"1,530","7,840 sqft",7840.0,SingleFamily,1985,"Direct Access, Concrete, Garage Faces Front, Garage - Single Door",null,"$409,870","$1,950/mo",$261,https://www.zillow.com/homedetails/25991-Visalia-Way-Hemet-CA-92544/18039696_zpid/
,"$244,900","4200 Volley St, Bakersfield, CA 93313",4200 Volley St,Bakersfield,CA,93313,3,2,"1,356","7,561 sqft",7561.0,SingleFamily,1982,2 Car Garage,null,"$248,836","$1,495/mo",$181,https://www.zillow.com/homedetails/4200-Volley-St-Bakersfield-CA-93313/19011065_zpid/
,"$599,000","3564 Ridgeview Dr, El Dorado Hills, CA 95762",3564 Ridgeview Dr,ElDoradoHills,CA,95762,3,3,"2,166",0.27 Acres,11761.2,SingleFamily,1985,"Garage - Attached, ",null,"$693,581","$2,800/mo",$277,https://www.zillow.com/homedetails/3564-Ridgeview-Dr-El-Dorado-Hills-CA-95762/18614509_zpid/
,"$660,000","12216 Old Town Rd, Bakersfield, CA 93312",12216 Old Town Rd,Bakersfield,CA,93312,4,3,"3,253","23,958 sqft",23958.0,SingleFamily,1996,3 Car Garage,null,"$721,382","$3,613/mo",$203,https://www.zillow.com/homedetails/12216-Old-Town-Rd-Bakersfield-CA-93312/19045349_zpid/
